movieId,title,genres,rating,genre,year_y,score,director,writer,star,country,company
2275,six-string samurai,Action|Adventure|Sci-Fi,PG-13,Action,1998,6.6,Lance Mungia,Jeffrey Falcon,Jeffrey Falcon,United States,HSX Films
2278,ronin,Action|Crime|Thriller,R,Action,1998,7.3,John Frankenheimer,J.D. Zeik,Robert De Niro,United Kingdom,FGM Entertainment
2279,urban legend,Horror|Thriller,R,Horror,1998,5.6,Jamie Blanks,Silvio Horta,Jared Leto,Canada,Phoenix Pictures
2280,clay pigeons,Crime,R,Comedy,1998,6.6,David Dobkin,Matthew L. Healy,Joaquin Phoenix,United States,Fade In Films
2282,pecker,Comedy|Drama,R,Comedy,1998,6.4,John Waters,John Waters,Edward Furlong,United States,Polar Entertainment
2290,stardust memories,Comedy|Drama,PG,Comedy,1980,7.3,Woody Allen,Woody Allen,Woody Allen,United States,Jack Rollins & Charles H. Joffe Productions
2291,edward scissorhands,Drama|Fantasy|Romance,PG-13,Drama,1990,7.9,Tim Burton,Tim Burton,Johnny Depp,United States,Twentieth Century Fox
2294,antz,Adventure|Animation|Children|Comedy|Fantasy,PG,Animation,1998,6.5,Eric Darnell,Todd Alcott,Woody Allen,United States,Dreamworks Pictures
2297,what dreams may come,Adventure|Drama|Fantasy|Romance,PG-13,Drama,1998,7.0,Vincent Ward,Richard Matheson,Robin Williams,United States,Polygram Filmed Entertainment
2298,strangeland,Thriller,R,Horror,1998,5.1,John Pieplow,Dee Snider,Kevin Gage,United States,Shooting Gallery
2301,history of the world: part i,Comedy|Musical,R,Comedy,1981,6.9,Mel Brooks,Mel Brooks,Mel Brooks,United States,Brooksfilms
2302,my cousin vinny,Comedy,R,Comedy,1992,7.6,Jonathan Lynn,Dale Launer,Joe Pesci,United States,Twentieth Century Fox
2306,holy man,Comedy,PG,Comedy,1998,4.9,Stephen Herek,Tom Schulman,Eddie Murphy,United States,Caravan Pictures
2311,2010: the year we make contact,Sci-Fi,PG,Adventure,1984,6.8,Peter Hyams,Arthur C. Clarke,Roy Scheider,United States,Metro-Goldwyn-Mayer (MGM)
2312,children of a lesser god,Drama,R,Drama,1986,7.2,Randa Haines,Mark Medoff,William Hurt,United States,Paramount Pictures
2314,beloved,Drama,R,Drama,1998,6.0,Jonathan Demme,Toni Morrison,Oprah Winfrey,United States,Harpo Films
2316,practical magic,Drama|Fantasy|Mystery|Romance,PG-13,Comedy,1998,6.3,Griffin Dunne,Alice Hoffman,Sandra Bullock,United States,DiNovi Pictures
2318,happiness,Comedy|Drama,Unrated,Comedy,1998,7.7,Todd Solondz,Todd Solondz,Jane Adams,United States,Good Machine
2320,apt pupil,Drama|Thriller,R,Crime,1998,6.7,Bryan Singer,Stephen King,Ian McKellen,United States,Phoenix Pictures
2321,pleasantville,Comedy|Drama|Fantasy,PG-13,Comedy,1998,7.5,Gary Ross,Gary Ross,Tobey Maguire,United States,New Line Cinema
2322,soldier,Action|Sci-Fi|War,R,Action,1998,6.0,Paul W.S. Anderson,David Webb Peoples,Kurt Russell,United States,Warner Bros.
2325,orgazmo,Comedy,NC-17,Comedy,1997,6.1,Trey Parker,Trey Parker,Trey Parker,United States,Kuzui Enterprises
2327,tales from the darkside: the movie,Fantasy|Horror|Thriller,R,Comedy,1990,6.3,John Harrison,Michael McDowell,Debbie Harry,United States,Paramount Pictures
2328,vampires,Horror|Western,R,Action,1998,6.1,John Carpenter,John Steakley,James Woods,Japan,Largo Entertainment
2329,american history x,Crime|Drama,R,Drama,1998,8.5,Tony Kaye,David McKenna,Edward Norton,United States,New Line Cinema
2332,belly,Crime|Drama,R,Crime,1998,6.2,Hype Williams,Anthony Bodden,Nas,Jamaica,Big Dog Films
2333,gods and monsters,Drama,R,Biography,1998,7.4,Bill Condon,Christopher Bram,Ian McKellen,United States,Lions Gate Films
2336,elizabeth,Drama,R,Biography,1998,7.4,Shekhar Kapur,Michael Hirst,Cate Blanchett,United Kingdom,PolyGram Filmed Entertainment
2337,velvet goldmine,Drama,R,Drama,1998,7.0,Todd Haynes,James Lyons,Ewan McGregor,United Kingdom,Channel Four Films
2338,i still know what you did last summer,Horror|Mystery|Thriller,R,Horror,1998,4.7,Danny Cannon,Lois Duncan,Jennifer Love Hewitt,United States,Columbia Pictures
2339,i'll be home for christmas,Comedy|Romance,PG,Comedy,1998,5.5,Arlene Sanford,Tom Nursall,Jonathan Taylor Thomas,United States,Walt Disney Pictures
2340,meet joe black,Romance,PG-13,Drama,1998,7.2,Martin Brest,Ron Osborn,Brad Pitt,United States,Universal Pictures
2344,runaway train,Action|Adventure|Drama|Thriller,R,Action,1985,7.2,Andrey Konchalovskiy,Djordje Milicevic,Jon Voight,United States,Golan-Globus Productions
2348,sid and nancy,Drama,R,Biography,1986,7.0,Alex Cox,Alex Cox,Gary Oldman,United Kingdom,Initial Pictures
2349,mona lisa,Comedy|Thriller,R,Crime,1986,7.3,Neil Jordan,Neil Jordan,Bob Hoskins,United Kingdom,HandMade Films
2350,heart condition,Comedy,R,Comedy,1990,5.6,James D. Parriott,James D. Parriott,Bob Hoskins,United States,New Line Cinema
2353,enemy of the state,Action|Thriller,R,Action,1998,7.3,Tony Scott,David Marconi,Will Smith,United States,Touchstone Pictures
2356,celebrity,Comedy,R,Comedy,1998,6.3,Woody Allen,Woody Allen,Kenneth Branagh,United States,Sweetland Films
2358,savior,Drama|War,R,Drama,1998,7.3,Predrag Antonijevic,Robert Orr,Dennis Quaid,United States,Initial Entertainment Group (IEG)
2366,king kong,Action|Adventure|Fantasy|Horror,PG-13,Action,2005,7.2,Peter Jackson,Fran Walsh,Naomi Watts,United States,Universal Pictures
2367,king kong,Adventure|Fantasy|Romance|Sci-Fi|Thriller,PG-13,Action,2005,7.2,Peter Jackson,Fran Walsh,Naomi Watts,United States,Universal Pictures
41569,king kong,Action|Adventure|Drama|Fantasy|Thriller,PG-13,Action,2005,7.2,Peter Jackson,Fran Walsh,Naomi Watts,United States,Universal Pictures
2368,king kong lives,Adventure|Sci-Fi,PG-13,Action,1986,3.9,John Guillermin,Ronald Shusett,Brian Kerwin,United States,Toho Company
2369,desperately seeking susan,Comedy|Drama|Romance,PG-13,Comedy,1985,6.0,Susan Seidelman,Leora Barish,Rosanna Arquette,United States,Orion Pictures
2371,fletch,Comedy|Crime|Mystery,PG,Comedy,1985,6.9,Michael Ritchie,Gregory McDonald,Chevy Chase,United States,Universal Pictures
2372,fletch lives,Comedy,PG,Comedy,1989,6.1,Michael Ritchie,Gregory McDonald,Chevy Chase,United States,Universal Pictures
2373,red sonja,Action|Adventure|Fantasy,PG-13,Action,1985,5.1,Richard Fleischer,Robert E. Howard,Arnold Schwarzenegger,United States,Dino De Laurentiis Company
2374,gung ho,Comedy|Drama,PG-13,Comedy,1986,6.3,Ron Howard,Edwin Blum,Michael Keaton,United States,Paramount Pictures
2377,lifeforce,Horror|Sci-Fi,R,Action,1985,6.2,Tobe Hooper,Colin Wilson,Steve Railsback,United Kingdom,Golan-Globus Productions
2378,police academy,Comedy|Crime,R,Comedy,1984,6.7,Hugh Wilson,Neal Israel,Steve Guttenberg,United States,The Ladd Company
2379,police academy 2: their first assignment,Comedy|Crime,PG-13,Comedy,1985,5.8,Jerry Paris,Neal Israel,Steve Guttenberg,United States,Warner Bros.
2380,police academy 3: back in training,Comedy|Crime,PG,Comedy,1986,5.4,Jerry Paris,Neal Israel,Steve Guttenberg,Canada,Police Academy Productions
2381,police academy 4: citizens on patrol,Comedy|Crime,PG,Comedy,1987,5.0,Jim Drake,Neal Israel,Steve Guttenberg,United States,Warner Bros.
2382,police academy 5: assignment: miami beach,Comedy|Crime,PG,Comedy,1988,4.6,Alan Myerson,Neal Israel,Bubba Smith,United States,Warner Bros.
2383,police academy 6: city under siege,Comedy|Crime,PG,Comedy,1989,4.4,Peter Bonerz,Neal Israel,Bubba Smith,United States,Warner Bros.
2384,babe: pig in the city,Adventure|Children|Drama,PG,Adventure,1998,5.8,George Miller,George Miller,Magda Szubanski,Australia,Kennedy Miller Productions
2385,home fries,Comedy|Romance,PG-13,Comedy,1998,5.1,Dean Parisot,Vince Gilligan,Drew Barrymore,United States,Baltimore Pictures
2387,very bad things,Comedy|Crime,R,Comedy,1998,6.3,Peter Berg,Peter Berg,Christian Slater,United States,Initial Entertainment Group (IEG)
2390,little voice,Comedy,R,Comedy,1998,7.0,Mark Herman,Jim Cartwright,Brenda Blethyn,United Kingdom,Miramax
2392,jack frost,Children|Comedy|Drama,PG,Comedy,1998,5.4,Troy Miller,Mark Steven Johnson,Michael Keaton,United States,Warner Bros.
2393,star trek: insurrection,Action|Drama|Romance|Sci-Fi,PG,Action,1998,6.4,Jonathan Frakes,Gene Roddenberry,Patrick Stewart,United States,Paramount Pictures
2395,rushmore,Comedy|Drama,R,Comedy,1998,7.7,Wes Anderson,Wes Anderson,Jason Schwartzman,United States,American Empirical Pictures
2396,shakespeare in love,Comedy|Drama|Romance,R,Comedy,1998,7.1,John Madden,Marc Norman,Gwyneth Paltrow,United States,Universal Pictures
2399,santa claus: the movie,Adventure|Children|Fantasy,PG,Adventure,1985,6.3,Jeannot Szwarc,David Newman,Dudley Moore,United Kingdom,GGG
2400,prancer,Children|Drama|Fantasy,G,Drama,1989,6.4,John D. Hancock,Greg Taylor,Sam Elliott,United States,Cineplex Odeon Films
2401,pale rider,Western,R,Drama,1985,7.3,Clint Eastwood,Michael Butler,Clint Eastwood,United States,The Malpaso Company
2402,rambo: first blood part ii,Action|Adventure|Thriller,R,Action,1985,6.5,George P. Cosmatos,David Morrell,Sylvester Stallone,United States,Estudios Churubusco Azteca S.A.
2404,rambo iii,Action|Adventure|Thriller|War,R,Action,1988,5.8,Peter MacDonald,David Morrell,Sylvester Stallone,United States,Carolco Pictures
2406,romancing the stone,Action|Adventure|Comedy|Romance,PG,Action,1984,6.9,Robert Zemeckis,Diane Thomas,Michael Douglas,Mexico,Twentieth Century Fox
2407,cocoon,Comedy|Sci-Fi,PG-13,Comedy,1985,6.7,Ron Howard,Tom Benedek,Don Ameche,United States,Twentieth Century Fox
2408,cocoon: the return,Comedy|Sci-Fi,PG,Adventure,1988,5.4,Daniel Petrie,David Saperstein,Don Ameche,United States,Zanuck/Brown Productions
2410,rocky iii,Action|Drama,PG,Drama,1982,6.8,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,United States,Chartoff-Winkler Productions
2411,rocky iv,Action|Drama,PG,Drama,1985,6.9,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,United States,United Artists
2412,rocky v,Action|Drama,PG-13,Drama,1990,5.3,John G. Avildsen,Sylvester Stallone,Sylvester Stallone,United States,United Artists
2413,clue,Comedy|Crime|Mystery|Thriller,PG,Comedy,1985,7.3,Jonathan Lynn,John Landis,Eileen Brennan,United States,Paramount Pictures
2414,young sherlock holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,PG-13,Adventure,1985,6.8,Barry Levinson,Arthur Conan Doyle,Nicholas Rowe,United States,Amblin Entertainment
2415,violets are blue...,Drama|Romance,PG-13,Drama,1986,5.9,Jack Fisk,Naomi Foner,Sissy Spacek,United States,Rastar Films
2416,back to school,Comedy,PG-13,Comedy,1986,6.6,Alan Metter,Rodney Dangerfield,Rodney Dangerfield,United States,Orion Pictures
2417,heartburn,Comedy|Drama,R,Comedy,1986,6.1,Mike Nichols,Nora Ephron,Meryl Streep,United States,Paramount Pictures
2418,nothing in common,Comedy,PG,Comedy,1986,5.9,Garry Marshall,Garry Marshall,Tom Hanks,United States,Delphi Films
2419,extremities,Drama|Thriller,R,Drama,1986,6.3,Robert M. Young,William Mastrosimone,Farrah Fawcett,United States,Atlantic Entertainment Group
2424,you've got mail,Comedy|Romance,PG,Comedy,1998,6.7,Nora Ephron,Miklós László,Tom Hanks,United States,Warner Bros.
2429,mighty joe young,Action|Adventure|Drama|Fantasy|Thriller,PG,Action,1998,5.7,Ron Underwood,Merian C. Cooper,Bill Paxton,United States,RKO Pictures
2430,mighty joe young,Adventure|Children|Drama,PG,Action,1998,5.7,Ron Underwood,Merian C. Cooper,Bill Paxton,United States,RKO Pictures
2431,patch adams,Comedy|Drama,PG-13,Biography,1998,6.8,Tom Shadyac,Patch Adams,Robin Williams,United States,Universal Pictures
2432,stepmom,Drama,PG-13,Comedy,1998,6.8,Chris Columbus,Gigi Levangie,Julia Roberts,United States,TriStar Pictures
2435,hurlyburly,Drama,R,Comedy,1998,5.9,Anthony Drazan,David Rabe,Sean Penn,United States,FilmColony
2436,tea with mussolini,Comedy|Drama|War,PG,Comedy,1999,6.9,Franco Zeffirelli,John Mortimer,Maggie Smith,Italy,Medusa Film
2439,affliction,Drama,R,Drama,1997,7.0,Paul Schrader,Russell Banks,Nick Nolte,United States,JVC Entertainment Networks
2443,playing by heart,Drama|Romance,R,Comedy,1998,7.0,Willard Carroll,Willard Carroll,Gillian Anderson,United States,Hyperion Pictures
2445,at first sight,Drama,PG-13,Drama,1999,6.0,Irwin Winkler,Oliver Sacks,Val Kilmer,United States,Metro-Goldwyn-Mayer (MGM)
2446,in dreams,Horror|Thriller,R,Drama,1999,5.5,Neil Jordan,Bari Wood,Annette Bening,United States,Amblin Entertainment
2447,varsity blues,Comedy|Drama,R,Comedy,1999,6.5,Brian Robbins,W. Peter Iliff,James Van Der Beek,United States,MTV Films
2448,virus,Horror|Sci-Fi,R,Action,1999,5.0,John Bruno,Chuck Pfarrer,Jamie Lee Curtis,United States,Mutual Film Company
2450,howard the duck,Adventure|Comedy|Sci-Fi,PG,Action,1986,4.7,Willard Huyck,Steve Gerber,Lea Thompson,United States,Universal Pictures
2457,running scared,Action|Comedy,R,Action,1986,6.5,Peter Hyams,Gary DeVore,Gregory Hines,United States,Metro-Goldwyn-Mayer (MGM)
2457,running scared,Action|Comedy,R,Action,2006,7.3,Wayne Kramer,Wayne Kramer,Paul Walker,Germany,New Line Cinema
5240,running scared,Action|Drama,R,Action,1986,6.5,Peter Hyams,Gary DeVore,Gregory Hines,United States,Metro-Goldwyn-Mayer (MGM)
5240,running scared,Action|Drama,R,Action,2006,7.3,Wayne Kramer,Wayne Kramer,Paul Walker,Germany,New Line Cinema
43921,running scared,Action|Crime|Thriller,R,Action,1986,6.5,Peter Hyams,Gary DeVore,Gregory Hines,United States,Metro-Goldwyn-Mayer (MGM)
43921,running scared,Action|Crime|Thriller,R,Action,2006,7.3,Wayne Kramer,Wayne Kramer,Paul Walker,Germany,New Line Cinema
2458,armed and dangerous,Comedy|Crime,PG-13,Action,1986,5.7,Mark L. Lester,Brian Grazer,John Candy,United States,Columbia Pictures
2463,ruthless people,Comedy,R,Comedy,1986,6.9,Jim Abrahams,Dale Launer,Bette Midler,United States,Touchstone Pictures
2465,deadly friend,Horror,R,Drama,1986,5.6,Wes Craven,Diana Henstell,Matthew Labyorteaux,United States,Warner Bros.
2468,jumpin' jack flash,Action|Comedy|Romance|Thriller,R,Comedy,1986,5.9,Penny Marshall,David Franzoni,Whoopi Goldberg,United States,Lawrence Gordon Productions
2469,peggy sue got married,Comedy|Drama,PG-13,Comedy,1986,6.4,Francis Ford Coppola,Jerry Leichtling,Kathleen Turner,United States,TriStar Pictures
2470,crocodile dundee,Adventure|Comedy,PG-13,Action,1986,6.6,Peter Faiman,Paul Hogan,Paul Hogan,Australia,Rimfire Films
2471,crocodile dundee ii,Action|Adventure|Comedy,PG,Action,1988,5.6,John Cornell,Paul Hogan,Paul Hogan,Australia,Paramount Pictures
2472,tough guys,Comedy,PG,Comedy,1986,6.2,Jeff Kanew,James Orr,Burt Lancaster,United States,Touchstone Pictures
2473,soul man,Comedy,PG-13,Comedy,1986,5.3,Steve Miner,Carol Black,C. Thomas Howell,United States,Balcor Film Investors
2475,52 pick-up,Action|Mystery|Thriller,R,Crime,1986,6.4,John Frankenheimer,Elmore Leonard,Roy Scheider,United States,Cannon Group
2476,heartbreak ridge,Action|War,R,Drama,1986,6.9,Clint Eastwood,James Carabatsos,Clint Eastwood,United States,Jay Weston Productions
2477,firewalker,Adventure,PG,Action,1986,5.1,J. Lee Thompson,Robert Gosnell,Chuck Norris,United States,Cannon Group
2482,still crazy,Comedy|Romance,R,Comedy,1998,7.0,Brian Gibson,Dick Clement,Stephen Rea,United Kingdom,Columbia Pictures
2485,she's all that,Comedy|Romance,PG-13,Comedy,1999,5.9,Robert Iscove,R. Lee Fleming Jr.,Freddie Prinze Jr.,United States,Miramax
2490,payback,Action|Thriller,R,Action,1999,7.1,Brian Helgeland,Donald E. Westlake,Mel Gibson,United States,Icon Entertainment International
2491,simply irresistible,Comedy|Romance,PG-13,Comedy,1999,5.3,Mark Tarlov,Judith Roberts,Sarah Michelle Gellar,Germany,New Regency Productions
2496,blast from the past,Comedy|Romance,PG-13,Comedy,1998,6.6,Hugh Wilson,Bill Kelly,Brendan Fraser,United States,Forge
2497,message in a bottle,Romance,PG-13,Drama,1999,6.2,Luis Mandoki,Nicholas Sparks,Kevin Costner,United States,Warner Bros.
2498,my favorite martian,Comedy|Sci-Fi,PG,Comedy,1999,5.1,Donald Petrie,John L. Greene,Christopher Lloyd,United States,Walt Disney Pictures
2500,jawbreaker,Comedy,R,Comedy,1999,5.6,Darren Stein,Darren Stein,Rose McGowan,United States,Crossroads Films
2501,october sky,Drama,PG,Biography,1999,7.8,Joe Johnston,Homer H. Hickam Jr.,Jake Gyllenhaal,United States,Universal Pictures
2502,office space,Comedy|Crime,R,Comedy,1999,7.7,Mike Judge,Mike Judge,Ron Livingston,United States,Twentieth Century Fox
2504,200 cigarettes,Comedy|Drama,R,Comedy,1999,6.0,Risa Bramon Garcia,Shana Larsen,Ben Affleck,United States,Dogstar Films
2505,8mm,Drama|Mystery|Thriller,R,Crime,1999,6.5,Joel Schumacher,Andrew Kevin Walker,Nicolas Cage,Germany,Columbia Pictures
2513,pet sematary,Horror,R,Fantasy,1989,6.6,Mary Lambert,Stephen King,Dale Midkiff,United States,Paramount Pictures
2513,pet sematary,Horror,R,Horror,2019,5.7,Kevin Kölsch,Stephen King,Jason Clarke,United States,Paramount Pictures
2514,pet sematary ii,Comedy|Horror,R,Fantasy,1992,4.9,Mary Lambert,Richard Outten,Edward Furlong,United States,Paramount Pictures
2515,children of the corn ii: the final sacrifice,Horror,R,Horror,1992,4.3,David Price,A L Katz,Terence Knox,United States,Fifth Avenue Entertainment
2517,christine,Horror,R,Horror,1983,6.7,John Carpenter,Stephen King,Keith Gordon,United States,Columbia Pictures
2518,night shift,Comedy,R,Comedy,1982,6.6,Ron Howard,Lowell Ganz,Henry Winkler,United States,Major Studio Partners
2529,planet of the apes,Action|Drama|Sci-Fi,PG-13,Action,2001,5.7,Tim Burton,Pierre Boulle,Mark Wahlberg,United States,Twentieth Century Fox
4643,planet of the apes,Action|Adventure|Drama|Sci-Fi,PG-13,Action,2001,5.7,Tim Burton,Pierre Boulle,Mark Wahlberg,United States,Twentieth Century Fox
2539,analyze this,Comedy,R,Comedy,1999,6.7,Harold Ramis,Kenneth Lonergan,Robert De Niro,United States,Village Roadshow Pictures
2541,cruel intentions,Drama,R,Drama,1999,6.8,Roger Kumble,Choderlos de Laclos,Sarah Michelle Gellar,United States,Columbia Pictures
2549,wing commander,Action|Sci-Fi,PG-13,Action,1999,4.3,Chris Roberts,Chris Roberts,Freddie Prinze Jr.,United States,Centurion
2551,dead ringers,Drama|Horror|Thriller,R,Drama,1988,7.3,David Cronenberg,David Cronenberg,Jeremy Irons,Canada,Morgan Creek Entertainment
2552,my boyfriend's back,Comedy,PG-13,Comedy,1993,5.4,Bob Balaban,Dean Lorey,Andrew Lowery,United States,Touchstone Pictures
2555,baby geniuses,Comedy,PG,Comedy,1999,2.7,Bob Clark,Steven Paul,Kathleen Turner,United States,Crystal Sky Worldwide
2558,forces of nature,Comedy|Romance,PG-13,Comedy,1999,5.4,Bronwen Hughes,Marc Lawrence,Sandra Bullock,United States,Dreamworks Pictures
2560,ravenous,Horror|Thriller,R,Adventure,1999,7.0,Antonia Bird,Ted Griffin,Guy Pearce,United Kingdom,ETIC Films
2563,dangerous beauty,Drama,R,Biography,1998,7.2,Marshall Herskovitz,Margaret Rosenthal,Catherine McCormack,United States,New Regency Productions
2567,edtv,Comedy,PG-13,Comedy,1999,6.1,Ron Howard,Émile Gaudreault,Matthew McConaughey,United States,Imagine Entertainment
2572,10 things i hate about you,Comedy|Romance,PG-13,Comedy,1999,7.3,Gil Junger,Karen McCullah,Heath Ledger,United States,Touchstone Pictures
2579,following,Crime|Mystery|Thriller,R,Crime,1998,7.5,Christopher Nolan,Christopher Nolan,Jeremy Theobald,United Kingdom,Next Wave Films
2580,go,Comedy|Crime,R,Comedy,1999,7.2,Doug Liman,John August,Sarah Polley,United States,Columbia Pictures
2581,never been kissed,Comedy|Romance,PG-13,Comedy,1999,6.1,Raja Gosnell,Abby Kohn,Drew Barrymore,United States,Fox 2000 Pictures
2583,cookie's fortune,Comedy|Drama,PG-13,Comedy,1999,6.9,Robert Altman,Anne Rapp,Glenn Close,United States,Elysian Dreams
2587,life,Comedy|Crime|Drama,R,Comedy,1999,6.8,Ted Demme,Robert Ramsey,Eddie Murphy,United States,Imagine Entertainment
2587,life,Comedy|Crime|Drama,R,Horror,2017,6.6,Daniel Espinosa,Rhett Reese,Jake Gyllenhaal,United Kingdom,Columbia Pictures
2590,hideous kinky,Drama,R,Adventure,1998,6.1,Gillies MacKinnon,Esther Freud,Kate Winslet,United Kingdom,AMLF
2596,slc punk!,Comedy|Drama,R,Comedy,1998,7.4,James Merendino,James Merendino,Matthew Lillard,United States,Beyond Films
2597,lost & found,Comedy|Romance,PG-13,Comedy,1999,5.1,Jeff Pollack,J.B. Cook,David Spade,United States,Alcon Entertainment
2598,pushing tin,Comedy,R,Comedy,1999,6.0,Mike Newell,Darcy Frey,John Cusack,United States,3 Miles Apart Productions Ltd.
2599,election,Comedy,R,Comedy,1999,7.2,Alexander Payne,Tom Perrotta,Matthew Broderick,United States,Bona Fide Productions
2600,existenz,Action|Sci-Fi|Thriller,R,Horror,1999,6.8,David Cronenberg,David Cronenberg,Jude Law,United Kingdom,Dimension Films
2605,entrapment,Crime|Thriller,PG-13,Action,1999,6.3,Jon Amiel,Ronald Bass,Sean Connery,United States,Twentieth Century Fox
2606,idle hands,Comedy|Horror,R,Comedy,1999,6.2,Rodman Flender,Terri Hughes Burton,Devon Sawa,United States,Columbia Pictures
2613,night of the comet,Comedy|Horror|Sci-Fi,PG-13,Comedy,1984,6.4,Thom Eberhardt,Thom Eberhardt,Catherine Mary Stewart,United States,Atlantic Entertainment Group
2615,my science project,Adventure|Sci-Fi,PG,Action,1985,6.0,Jonathan R. Betuel,Jonathan R. Betuel,John Stockwell,United States,Touchstone Pictures
2616,dick tracy,Action|Crime,PG,Action,1990,6.1,Warren Beatty,Chester Gould,Warren Beatty,United States,Touchstone Pictures
2628,star wars: episode i - the phantom menace,Action|Adventure|Sci-Fi,PG,Action,1999,6.5,George Lucas,George Lucas,Ewan McGregor,United States,Lucasfilm
2639,mommie dearest,Drama,R,Biography,1981,6.7,Frank Perry,Christina Crawford,Faye Dunaway,United States,Paramount Pictures
2641,superman ii,Action|Sci-Fi,PG,Action,1980,6.8,Richard Lester,Jerry Siegel,Gene Hackman,United States,Dovemead Films
2642,superman iii,Action|Adventure|Sci-Fi,PG,Action,1983,5.0,Richard Lester,Jerry Siegel,Christopher Reeve,France,Dovemead Films
2643,superman iv: the quest for peace,Action|Adventure|Sci-Fi,PG,Action,1987,3.7,Sidney J. Furie,Jerry Siegel,Christopher Reeve,United Kingdom,Cannon Films
2644,dracula,Horror,R,Horror,1992,7.4,Francis Ford Coppola,Bram Stoker,Gary Oldman,United Kingdom,American Zoetrope
6665,dracula,Horror|Romance,R,Horror,1992,7.4,Francis Ford Coppola,Bram Stoker,Gary Oldman,United Kingdom,American Zoetrope
2671,notting hill,Comedy|Romance,PG-13,Comedy,1999,7.1,Roger Michell,Richard Curtis,Hugh Grant,United Kingdom,Polygram Filmed Entertainment
2676,instinct,Drama|Thriller,R,Drama,1999,6.6,Jon Turteltaub,Gerald Di Pego,Anthony Hopkins,United States,Spyglass Entertainment
2683,austin powers: the spy who shagged me,Action|Adventure|Comedy,PG-13,Action,1999,6.6,Jay Roach,Mike Myers,Mike Myers,United States,New Line Cinema
2687,tarzan,Adventure|Animation|Children|Drama,G,Animation,1999,7.3,Chris Buck,Tab Murphy,Tony Goldwyn,United States,Walt Disney Pictures
2694,big daddy,Comedy,PG-13,Comedy,1999,6.4,Dennis Dugan,Steve Franks,Adam Sandler,United States,Jack Giarraputo Productions
2699,arachnophobia,Comedy|Horror,PG-13,Comedy,1990,6.4,Frank Marshall,Don Jakoby,Jeff Daniels,United States,Hollywood Pictures
2701,wild wild west,Action|Comedy|Sci-Fi|Western,PG-13,Action,1999,4.9,Barry Sonnenfeld,Jim Thomas,Will Smith,United States,Peters Entertainment
2702,summer of sam,Drama,R,Crime,1999,6.7,Spike Lee,Spike Lee,John Leguizamo,United States,Touchstone Pictures
2706,american pie,Comedy|Romance,R,Comedy,1999,7.0,Paul Weitz,Adam Herz,Jason Biggs,United States,Universal Pictures
2707,arlington road,Thriller,R,Action,1999,7.2,Mark Pellington,Ehren Kruger,Jeff Bridges,United States,Screen Gems
2709,muppets from space,Children|Comedy,G,Adventure,1999,6.3,Tim Hill,Jerry Juhl,Dave Goelz,United States,Jim Henson Pictures
2712,eyes wide shut,Drama|Mystery|Thriller,,Drama,1999,7.4,Stanley Kubrick,Stanley Kubrick,Tom Cruise,United Kingdom,Warner Bros.
2713,lake placid,Horror|Thriller,R,Action,1999,5.7,Steve Miner,David E. Kelley,Bridget Fonda,United States,Fox 2000 Pictures
2717,ghostbusters ii,Comedy|Fantasy|Sci-Fi,PG,Action,1989,6.6,Ivan Reitman,Dan Aykroyd,Bill Murray,United States,Columbia Pictures
2718,drop dead gorgeous,Comedy,PG-13,Comedy,1999,6.6,Michael Patrick Jann,Lona Williams,Kirsten Dunst,Germany,New Line Cinema
2720,inspector gadget,Action|Adventure|Children|Comedy,PG,Action,1999,4.2,David Kellogg,Andy Heyward,Matthew Broderick,United States,Walt Disney Pictures
2722,deep blue sea,Action|Horror|Sci-Fi|Thriller,R,Action,1999,5.9,Renny Harlin,Duncan Kennedy,Thomas Jane,United States,Warner Bros.
2723,mystery men,Action|Comedy|Fantasy,PG-13,Action,1999,6.1,Kinka Usher,Neil Cuthbert,Ben Stiller,United States,Universal Pictures
2724,runaway bride,Comedy|Romance,PG,Comedy,1999,5.6,Garry Marshall,Josann McGibbon,Julia Roberts,United States,Paramount Pictures
2733,vibes,Adventure|Comedy|Romance,PG,Adventure,1988,5.7,Ken Kwapis,Deborah Blum,Cyndi Lauper,United States,Imagine Entertainment
2736,brighton beach memoirs,Comedy,PG-13,Comedy,1986,6.8,Gene Saks,Neil Simon,Blythe Danner,United States,Rastar Pictures
2737,assassination,Action|Drama|Thriller,PG-13,Action,1987,5.2,Peter R. Hunt,Richard Sale,Charles Bronson,United States,The Cannon Group
2738,crimes of the heart,Comedy|Drama,PG-13,Comedy,1986,6.4,Bruce Beresford,Beth Henley,Diane Keaton,United States,De Laurentiis Entertainment Group (DEG)
2741,no mercy,Action|Crime|Thriller,R,Crime,1986,5.7,Richard Pearce,James Carabatsos,Richard Gere,United States,TriStar Pictures
2743,native son,Drama,PG,Drama,1986,5.8,Jerrold Freedman,Richard Wesley,Victor Love,United States,American Playhouse
2746,little shop of horrors,Comedy|Horror|Musical,PG-13,Comedy,1986,7.0,Frank Oz,Howard Ashman,Rick Moranis,United States,The Geffen Company
2748,allan quatermain and the lost city of gold,Action|Adventure|Comedy,PG,Action,1986,4.6,Gary Nelson,H. Rider Haggard,Richard Chamberlain,United States,Golan-Globus Productions
